,name,isMarried,isNoble,numDeadRelations,popularity,isAlive
997,Dolf,0,0,0,0.0167224080267558,1
998,Donnel Haigh,0,1,0,0.0869565217391304,1
999,Donnel of Duskendale,0,1,0,0.0367892976588628,1
1000,Donnel Locke,0,1,0,0.0367892976588628,0
1001,Donnel Waynwood,0,1,0,0.060200668896321,1
1002,Donnor Stark,0,1,0,0.0802675585284281,1
1003,Dormund,0,0,0,0.0267558528428093,0
1004,Duram Bar Emmon,0,1,0,0.0267558528428093,1
1005,Ebben,0,0,0,0.0434782608695652,0
1006,Edderion Stark,0,1,0,0.0100334448160535,1
1007,Edmyn Tully,0,1,0,0.357859531772575,1
1008,Eddara Tallhart,0,1,0,0.040133779264214,1
1009,Edrick Stark,0,1,0,0.0267558528428093,1
1010,Edwyd Fossoway,0,1,0,0.0234113712374581,0
1011,Edwyn Stark,0,1,0,0.0100334448160535,1
1012,Edwyle Stark,1,1,0,0.107023411371237,1
1013,Elder Brother,0,1,0,0.0769230769230769,1
1014,Elbert Arryn,0,1,0,0.0468227424749163,0
1015,Eleanor Mooton,1,0,0,0.0301003344481605,1
1016,Ellery Vance,0,1,0,0.0267558528428093,1
1017,Elron,0,0,0,0.0133779264214046,1
1018,Elinor Tyrell,0,0,0,0.163879598662207,1
1019,Elmar Frey,0,0,0,0.0668896321070234,1
1020,Elwood,0,0,0,0.0167224080267558,0
1021,Elwood Meadows,0,1,0,0.0501672240802675,1
1022,Elyana Vypren,1,0,0,0.160535117056856,1
1023,Elyn Norridge,1,0,0,0.127090301003344,1
1024,Emberlei Frey,0,0,0,0.0802675585284281,1
1025,Endrew Tarth,0,1,0,0.0668896321070234,0
1026,Eroeh,0,0,0,0.0334448160535117,0
1027,Eon Hunter,0,1,0,0.0468227424749163,0
1028,Ermesande Hayford,1,1,0,0.11371237458193902,1
1029,Erena Glover,0,0,0,0.0535117056856187,1
1030,Erren Florent,0,1,0,0.0869565217391304,1
1031,Eustace Brune,0,1,0,0.0167224080267558,1
1032,Eustace Hunter,0,1,0,0.0234113712374581,1
1033,Eyron Stark,0,1,0,0.0100334448160535,1
1034,Ferrego Antaryon,0,1,0,0.0167224080267558,1
1035,Forley Prester,0,1,0,0.0635451505016722,1
1036,Franklyn Fowler,0,1,0,0.020066889632107,1
1037,Flement Brax,1,1,0,0.140468227424749,1
1038,Frenken,0,1,0,0.0434782608695652,1
1039,Franklyn Frey,0,1,0,0.0367892976588628,1
1040,Gareth Clifton,1,1,0,0.0133779264214046,1
1041,Garrison Prester,0,1,0,0.0133779264214046,1
1042,Garth of Greenaway,0,0,0,0.0301003344481605,0
1043,Garrett Flowers,0,0,0,0.130434782608695,1
1044,Garse Goodbrook,1,1,0,0.0668896321070234,1
1045,Garse Flowers,0,0,0,0.130434782608695,1
1046,Garth Greenfield,0,1,0,0.0301003344481605,1
1047,Garth Greyfeather,0,0,0,0.0501672240802675,0
1048,Gawen Swann,0,1,0,0.0167224080267558,0
1049,Gawen Glover,0,0,0,0.0468227424749163,1
1050,Gawen Wylde,0,1,0,0.0133779264214046,0
1051,Garth Tyrell,0,1,0,0.163879598662207,1
1052,Gendel,0,1,0,0.0568561872909698,1
1053,Gawen Westerling,1,1,0,0.0836120401337792,1
1054,Gerald Gower,0,1,0,0.0234113712374581,1
1055,Gerold Grafton,0,1,0,0.0234113712374581,1
1056,Gerardys,0,1,0,0.0234113712374581,0
1057,Gilbert Farring,0,1,0,0.0468227424749163,1
1058,Glendon Hewett,0,1,0,0.0267558528428093,1
1059,Gilwood Hunter,0,1,0,0.040133779264214,1
1060,Godric Borrell,0,1,0,0.0869565217391304,1
1061,Goodwin,0,1,0,0.00668896321070234,1
1062,Gormon Peake,0,1,0,0.060200668896321,0
1063,Gorne,0,1,0,0.0535117056856187,1
1064,Gormon Tyrell,0,1,0,0.15384615384615302,1
1065,Grazdan mo Eraz,0,0,0,0.0234113712374581,1
1066,Grazdan mo Ullhor,0,1,0,0.0301003344481605,0
1067,Grazdar zo Galare,0,1,0,0.0100334448160535,1
1068,Grubbs,0,0,0,0.020066889632107,0
1069,Gueren,0,0,0,0.0133779264214046,1
1070,Guncer Sunglass,0,1,0,0.040133779264214,0
1071,Gulian Swann,0,1,0,0.0334448160535117,1
1072,Guthor Grimm,0,1,0,0.0167224080267558,1
1073,Gunthor Hightower,1,1,0,0.0535117056856187,1
1074,Gyldayn,0,1,0,0.157190635451505,1
1075,Gwayne Hightower,0,1,0,0.0501672240802675,0
1076,Hairy Hal,0,0,0,0.0334448160535117,0
1077,Hake,0,0,0,0.0267558528428093,0
1078,Halder,0,0,0,0.060200668896321,1
1079,Hallis Mollen,0,1,0,0.0702341137123745,1
1080,Halmon Paege,0,1,0,0.0167224080267558,1
1081,Harbert,0,1,0,0.0234113712374581,1
1082,Harlan Hunter,0,1,0,0.0267558528428093,1
1083,Harlen Tyrell,0,1,0,0.0635451505016722,0
1084,Harmond Umber,0,1,0,0.0167224080267558,1
1085,Harmune,0,1,0,0.0434782608695652,1
1086,Harrold Westerling,0,1,0,0.27090301003344397,0
1087,Harwood Fell,0,1,0,0.0301003344481605,0
1088,Harwin Strong,0,1,0,0.0869565217391304,0
1089,Harwood Stout,0,1,0,0.0535117056856187,1
1090,Harys Haigh,0,1,0,0.0903010033444816,1
1091,Helman Tallhart,0,1,0,0.130434782608695,0
1092,Lord Commander Hoare,0,1,0,0.060200668896321,1
1093,Hobber Redwyne,0,1,0,0.214046822742474,1
1094,Hoarfrost Umber,0,1,0,0.020066889632107,1
1095,Hosman Norcross,1,1,0,0.0769230769230769,1
1096,Hoster Frey,0,0,0,0.0903010033444816,1
1097,Horas Redwyne,0,1,0,0.21739130434782603,1
1098,Hubard Rambton,0,1,0,0.020066889632107,0
1099,Horton Redfort,0,1,0,0.0468227424749163,1
1100,Hotho Harlaw,0,1,0,0.0769230769230769,1
1101,Hugo Wull,0,1,0,0.0367892976588628,1
1102,Hugor of the Hill,0,1,0,0.0501672240802675,1
1103,Hugo Vance,0,1,0,0.0267558528428093,1
1104,Hullen,0,1,0,0.060200668896321,0
1105,Humfrey Beesbury,0,1,0,0.0267558528428093,0
1106,Humfrey Hardyng,0,1,0,0.0535117056856187,0
1107,Humfrey Swyft,0,1,0,0.0100334448160535,1
1108,Humfrey Wagstaff,0,1,0,0.0167224080267558,1
1109,Igon Vyrwel,0,0,0,0.0267558528428093,1
1110,Jacks,0,0,0,0.0334448160535117,1
1111,Janei Lannister,0,0,0,0.10033444816053501,1
1112,Jammos Frey,1,1,0,0.0903010033444816,1
1113,Janna Tyrell,1,0,0,0.177257525083612,1
1114,Jaremy Rykker,0,1,0,0.060200668896321,0
1115,Jarl,0,0,0,0.0501672240802675,0
1116,Jason Lannister,1,1,0,0.0468227424749163,0
1117,Jasper Arryn,0,1,1,0.0434782608695652,1
1118,Jasper Redfort,0,1,0,0.0234113712374581,1
1119,Jeren,0,0,0,0.020066889632107,1
1120,Jeyne Arryn,0,1,0,0.0334448160535117,0
1121,Jeyne Beesbury,1,0,0,0.060200668896321,1
1122,Jeyne Darry,1,0,0,0.0769230769230769,1
1123,Jeyne Goodbrook,0,0,0,0.0635451505016722,1
1124,Jeyne Rivers,0,0,0,0.020066889632107,1
1125,Jeyne Lydden,1,0,0,0.10033444816053501,1
1126,Joffrey Lonmouth,0,1,0,0.0234113712374581,0
1127,Joffrey Caswell,0,1,0,0.0234113712374581,0
1128,Jon Bettley,0,1,0,0.0167224080267558,1
1129,Jon Brax,0,0,0,0.11371237458193902,1
1130,Jon Lynderly,0,1,0,0.0234113712374581,1
1131,Jon Myre,0,0,0,0.0234113712374581,1
1132,Jon Redfort,0,1,0,0.0234113712374581,1
1133,Jon Wylde,1,1,0,0.160535117056856,1
1134,Jonos Stark,0,1,0,0.0100334448160535,1
1135,Jonos Frey,0,0,0,0.0535117056856187,1
1136,Jonnel Stark,1,1,0,0.127090301003344,1
1137,Joramun,0,1,0,0.0635451505016722,1
1138,Jorah Stark,0,1,0,0.0100334448160535,1
1139,Jonothor Darry,0,1,1,0.0468227424749163,0
1140,Jorelle Mormont,0,0,0,0.040133779264214,1
1141,Jyana,1,0,0,0.020066889632107,1
1142,Joy Hill,0,0,0,0.103678929765886,1
1143,Jyanna Frey,1,0,0,0.0501672240802675,1
1144,Kaeth,0,1,0,0.260869565217391,0
1145,Jynessa Blackmont,0,0,0,0.020066889632107,1
1146,Karlon Stark,0,1,0,0.0167224080267558,1
1147,Kedge Whiteye,0,0,0,0.0367892976588628,1
1148,Kennos of Kayce,0,1,0,0.0334448160535117,1
1149,Kezmya,0,1,0,0.0167224080267558,1
1150,Kyra,0,0,0,0.0535117056856187,0
1151,Kyra Frey,1,0,0,0.0668896321070234,1
1152,Lambert Turnberry,0,1,0,0.0167224080267558,1
1153,Lark,0,0,0,0.040133779264214,0
1154,Larence Snow,0,0,0,0.060200668896321,1
1155,Larra Blackmont,0,1,0,0.0267558528428093,1
1156,Lanna Lannister,1,0,0,0.0735785953177257,1
1157,Leathers,0,1,0,0.0501672240802675,1
1158,Left Hand Lew,0,0,0,0.0167224080267558,1
1159,Leo Lefford,0,1,0,0.0568561872909698,0
1160,Leo Blackbar,1,1,0,0.127090301003344,1
1161,Leona Woolfield,1,0,0,0.0468227424749163,1
1162,Leonette Fossoway,1,1,0,0.17391304347826,1
1163,Leonella Lefford,1,0,0,0.0802675585284281,1
1164,Lester Morrigen,0,1,0,0.0234113712374581,1
1165,Lewys the Fishwife,0,0,0,0.0,1
1166,Lewys Lydden,0,1,0,0.0367892976588628,1
1167,Leslyn Haigh,1,1,0,0.0869565217391304,1
1168,Lomas Estermont,0,1,0,0.0334448160535117,1
1169,Lorent Marbrand,0,1,0,0.0735785953177257,0
1170,Loreza Sand,0,0,1,0.107023411371237,1
1171,Lothar Mallery,0,1,0,0.0167224080267558,0
1172,Lucas Corbray,0,1,0,0.0133779264214046,1
1173,Lucas Codd,0,0,0,0.0234113712374581,1
1174,Luceon Frey,0,0,0,0.0769230769230769,1
1175,Lucias Vypren,1,1,0,0.163879598662207,1
1176,Lucos Chyttering,0,1,0,0.020066889632107,1
1177,Lucion Lannister,0,1,0,0.0668896321070234,1
1178,Luthor Tyrell,1,1,1,0.170568561872909,1
1179,Lyanna Mormont,0,0,1,0.0568561872909698,1
1180,Lyessa Flint,0,1,0,0.0367892976588628,1
1181,Lyman Beesbury,0,1,0,0.260869565217391,0
1182,Lymond Goodbrook,0,1,0,0.0267558528428093,1
1183,Lyman Darry,0,1,0,0.0568561872909698,0
1184,Lymond Lychester,0,1,0,0.0234113712374581,1
1185,Lymond Vikary,0,1,0,0.0267558528428093,1
1186,Lyonel Selmy,0,1,0,0.0167224080267558,1
1187,Aggo,0,0,0,0.13377926421404598,1
1188,Alys Karstark,1,0,0,0.157190635451505,1
1189,Cleos Frey,1,1,0,0.247491638795986,0
1190,Dontos Hollard,0,1,0,0.23076923076923,0
1191,Craster,0,0,0,0.170568561872909,0
1192,Dale Seaworth,0,1,0,0.0702341137123745,0
1193,Denys Mallister,0,1,0,0.130434782608695,1
1194,Edric Storm,0,0,0,0.284280936454849,1
1195,Hosteen Frey,1,1,0,0.274247491638795,1
1196,Lyonel Corbray,0,1,0,0.0802675585284281,1
1197,Lyonel Frey,1,1,0,0.0635451505016722,1
1198,Lyonel Strong,1,1,0,0.334448160535117,0
1199,Lythene Frey,1,0,0,0.160535117056856,1
1200,Lyra Mormont,0,0,0,0.040133779264214,1
1201,Maegelle Frey,1,0,0,0.107023411371237,1
1202,Mallador Locke,0,1,0,0.0267558528428093,0
1203,Malwyn Frey,0,0,0,0.13712374581939699,1
1204,Manfrey Martell,0,1,0,0.0234113712374581,1
1205,Margot Lannister,1,1,0,0.020066889632107,1
1206,Maric Seaworth,0,1,0,0.0635451505016722,0
1207,Marianne Vance,0,0,0,0.103678929765886,1
1208,Mariya Darry,1,0,0,0.190635451505016,1
1209,Marissa Frey,0,0,0,0.160535117056856,1
1210,Maron Martell,1,1,5,0.0367892976588628,1
1211,Maron Volmark,0,1,0,0.0434782608695652,1
1212,Marq Rankenfell,0,1,0,0.0501672240802675,1
1213,Marsella Waynwood,1,0,0,0.0969899665551839,1
1214,Matarys Targaryen,0,1,0,0.10033444816053501,0
1215,Martyn Rivers,0,0,0,0.0301003344481605,1
1216,Martyn Lannister,0,0,5,0.13712374581939699,1
1217,Marwyn Belmore,0,1,0,0.0234113712374581,1
1218,Mathis Frey,0,0,0,0.0836120401337792,1
1219,Matthar,0,0,0,0.0234113712374581,1
1220,Mawney,0,0,0,0.0234113712374581,0
1221,Medgar Tully,0,1,0,0.0167224080267558,0
1222,Medger Cerwyn,0,1,1,0.0635451505016722,0
1223,Megga Tyrell,0,0,0,0.15384615384615302,1
1224,Meldred Merlyn,0,1,0,0.0234113712374581,1
1225,Melesa Crakehall,1,0,0,0.0501672240802675,1
1226,Melara Crane,1,0,0,0.0668896321070234,1
1227,Melessa Florent,1,0,0,0.0869565217391304,1
1228,Mellara Rivers,0,0,0,0.0167224080267558,1
1229,Melwyn Sarsfield,1,1,0,0.0301003344481605,1
1230,Melwys Rivers,0,1,0,0.0234113712374581,1
1231,Meredyth Crane,0,0,0,0.0301003344481605,1
1232,Merianne Frey,0,0,0,0.0836120401337792,1
1233,Merlon Crakehall,0,1,0,0.0267558528428093,1
1234,Mezzara,0,1,0,0.0167224080267558,1
1235,Mina Tyrell,1,0,0,0.163879598662207,1
1236,Moelle,0,0,0,0.0301003344481605,1
1237,Monterys Velaryon,0,1,0,0.020066889632107,1
1238,Moredo Prestayn,0,1,0,0.0100334448160535,1
1239,Monford Velaryon,0,1,0,0.0234113712374581,0
1240,Moribald Chester,0,1,0,0.020066889632107,1
1241,Morton Waynwood,0,1,0,0.0367892976588628,1
1242,Morya Frey,1,1,0,0.120401337792642,1
1243,Mullin,0,1,0,0.0234113712374581,1
1244,Moryn Tyrell,0,0,0,0.140468227424749,1
1245,Munda,1,0,0,0.0267558528428093,1
1246,Muttering Bill,0,0,0,0.020066889632107,0
1247,Mushroom,0,0,0,0.0468227424749163,1
1248,Murmison,0,0,0,0.31438127090301,0
1249,Mylenda Caron,1,0,0,0.107023411371237,1
1250,Myles Smallwood,0,1,0,0.167224080267558,1
1251,Myles Mooton,0,1,0,0.0267558528428093,0
1252,Myria Jordayne,0,0,0,0.0133779264214046,1
1253,Myles Manwoody,0,1,0,0.0267558528428093,1
1254,Mysaria,0,1,0,0.0133779264214046,1
1255,Myrielle Lannister,0,0,0,0.0702341137123745,1
1256,Noho Dimittis,0,0,0,0.0133779264214046,1
1257,Norne Goodbrother,0,1,0,0.020066889632107,1
1258,Norbert Vance,0,1,0,0.0367892976588628,1
1259,Nymella Toland,0,1,0,0.0434782608695652,1
1260,Nysterica,0,0,0,0.0267558528428093,1
1261,Ollidor,0,0,0,0.0167224080267558,1
1262,Ollo Lophand,0,0,0,0.0367892976588628,0
1263,Olyvar Frey,0,0,1,0.0836120401337792,1
1264,Omer Blackberry,0,0,0,0.0234113712374581,1
1265,Olymer Tyrell,1,1,0,0.130434782608695,1
1266,Ondrew Locke,0,1,0,0.0367892976588628,1
1267,Orbert Caswell,0,1,0,0.0568561872909698,0
1268,Ordello,0,1,0,0.0133779264214046,0
1269,Omer Florent,0,1,0,0.0702341137123745,1
1270,Orland of Oldtown,0,0,0,0.00668896321070234,1
1271,Ormond Yronwood,0,1,0,0.0,1
1272,Orphan Oss,0,0,0,0.0234113712374581,0
1273,Osbert Serry,0,1,0,0.0267558528428093,1
1274,Osmund Frey,0,0,0,0.0501672240802675,1
1275,Oswell Kettleblack,0,0,0,0.0568561872909698,1
1276,Ossifer Plumm,1,1,0,0.0869565217391304,0
1277,Otho Bracken,0,1,0,0.0267558528428093,1
1278,Ottyn Wythers,0,1,0,0.0434782608695652,0
1279,Owen Norrey,0,0,0,0.0301003344481605,0
1280,Pate of the Blue Fork,1,1,0,0.170568561872909,0
1281,Patrek Mallister,0,0,0,0.0769230769230769,1
1282,Patrek Vance,0,0,0,0.103678929765886,1
1283,Perriane Frey,1,0,0,0.0735785953177257,1
1284,Perra Frey,0,0,0,0.10033444816053501,1
1285,Perwyn Frey,0,1,0,0.0836120401337792,1
1286,Philip Foote,0,1,0,0.0501672240802675,1
1287,Philip Plumm,0,1,0,0.0301003344481605,1
1288,Pono,0,1,0,0.060200668896321,1
1289,Qarro Volentin,0,1,0,0.0133779264214046,1
1290,Qarlton Chelsted,0,1,0,0.357859531772575,0
1291,Lord Commander Qorgyle,0,1,0,0.0668896321070234,0
1292,Quent,0,0,0,0.0234113712374581,1
1293,Quenten Banefort,0,1,0,0.0234113712374581,1
1294,Quenton Hightower,0,1,0,0.00668896321070234,1
1295,Quentyn Ball,0,1,0,0.0668896321070234,0
1296,Quentyn Qorgyle,0,1,0,0.0234113712374581,1
1297,Quincy Cox,0,1,0,0.0334448160535117,1
1298,Ragwyle,0,0,0,0.0100334448160535,1
1299,Ralf Kenning,0,1,0,0.0468227424749163,0
1300,Raymun Redbeard,0,1,0,0.0,0
1301,Raynard,0,0,0,0.020066889632107,1
1302,Raynald Westerling,0,1,0,0.0702341137123745,0
1303,Red Alyn of the Rosewood,0,0,0,0.0133779264214046,0
1304,Raynard Ruttiger,0,1,0,0.020066889632107,1
1305,Raymund Frey,1,1,0,0.177257525083612,1
1306,Regenard Estren,0,1,0,0.020066889632107,1
1307,Renly Norcross,0,0,0,0.0836120401337792,1
1308,Renfred Rykker,0,1,0,0.0234113712374581,1
1309,Rhea Royce,1,1,0,0.0936454849498327,0
1310,Rennifer Longwaters,0,1,0,0.0167224080267558,1
1311,Rhea Florent,1,0,0,0.107023411371237,1
1312,Rhogoro,0,1,0,0.0100334448160535,1
1313,Rickard Ryswell,0,0,0,0.040133779264214,1
1314,Rickard Thorne,0,1,0,0.0267558528428093,0
1315,Rickard Wylde,0,0,0,0.160535117056856,1
1316,Robert Frey,0,0,0,0.060200668896321,1
1317,Robert Flowers,0,1,0,0.060200668896321,1
1318,Robert Brax,0,1,0,0.0468227424749163,0
1319,Robin Hill,0,1,0,0.0568561872909698,1
1320,Robin Flint,0,1,0,0.0501672240802675,0
1321,Robin Moreland,0,1,0,0.0133779264214046,1
1322,Robin Ryger,0,1,0,0.0735785953177257,1
1323,Rodrik Flint,0,1,0,0.0635451505016722,1
1324,Rodrik Stark,0,1,0,0.040133779264214,1
1325,Rodrik Ryswell,0,1,0,0.040133779264214,1
1326,Roger Hogg,0,1,0,0.0267558528428093,1
1327,Rodwell Stark,1,1,0,0.130434782608695,1
1328,Rolland Longthorpe,0,1,0,0.0167224080267558,1
1329,Rolland Uffering,1,1,0,0.0234113712374581,1
1330,Ronel Rivers,0,0,0,0.0234113712374581,1
1331,Ronald Connington,0,1,0,0.0334448160535117,1
1332,Ronald Vance,0,1,0,0.0267558528428093,1
1333,Roro Uhoris,0,1,0,0.020066889632107,1
1334,Royce Coldwater,0,1,0,0.00668896321070234,1
1335,Rufus Leek,0,1,0,0.0267558528428093,1
1336,Rugen,0,1,0,0.0234113712374581,1
1337,Runcel Hightower,0,1,0,0.0535117056856187,1
1338,Rupert Brax,0,1,0,0.040133779264214,0
1339,Rycherd Crane,1,1,0,0.0702341137123745,1
1340,Ryam Redwyne,0,1,0,0.364548494983277,0
1341,Ryam Florent,0,1,0,0.0635451505016722,1
1342,Ryger Rivers,0,0,1,0.0234113712374581,1
1343,Ryella Frey,0,0,0,0.13712374581939699,1
1344,Ryella Royce,1,0,0,0.140468227424749,1
1345,Rylene Florent,1,0,0,0.0702341137123745,1
1346,Ryon Allyrion,1,1,0,0.0535117056856187,1
1347,Saera Targaryen,0,1,0,0.0702341137123745,0
1348,Sallei Paege,1,0,0,0.0802675585284281,1
1349,Sandor Frey,0,0,0,0.147157190635451,1
1350,Sarya Whent,1,1,0,0.0301003344481605,1
1351,Sarra Frey,0,0,0,0.13712374581939699,1
1352,Sawane Botley,0,1,0,0.0903010033444816,0
1353,Scolera,0,0,0,0.0167224080267558,1
1354,Sebaston Farman,0,1,0,0.020066889632107,1
1355,Selwyn Tarth,0,0,0,0.0635451505016722,1
1356,Selmond Stackspear,0,1,0,0.020066889632107,1
1357,Serala,1,1,0,0.0434782608695652,1
1358,Serwyn of the Mirror Shield,0,1,0,0.0,1
1359,Serra Frey,0,0,0,0.13712374581939699,1
1360,Shella Whent,1,1,1,0.0802675585284281,0
1361,Shierle Swyft,1,0,0,0.0267558528428093,1
1362,Shiera Crakehall,1,0,0,0.0668896321070234,1
1363,Shirei Frey,0,0,0,0.0434782608695652,1
1364,Simon Staunton,1,1,0,0.0167224080267558,1
1365,Sigfryd Harlaw,0,1,0,0.0635451505016722,1
1366,Lord Staunton,0,1,0,0.0167224080267558,0
1367,Stannis Seaworth,0,0,0,0.0568561872909698,1
1368,Steffon Seaworth,0,0,0,0.0635451505016722,1
1369,Steffon Frey,0,0,0,0.10033444816053501,1
1370,Steffon Swyft,0,1,0,0.0301003344481605,1
1371,Steffon Darklyn,0,1,0,0.0936454849498327,0
1372,Steffon Stackspear,0,1,0,0.020066889632107,1
1373,Sumner Crakehall,0,1,0,0.0267558528428093,1
1374,Sylas Flatnose,0,1,0,0.0100334448160535,1
1375,Sybell Spicer,1,1,0,0.0869565217391304,1
1376,Symon Santagar,0,1,0,0.0167224080267558,1
1377,Sybelle Glover,1,1,0,0.0702341137123745,1
1378,Sylwa Paege,1,0,0,0.0802675585284281,1
1379,Symon Hollard,0,1,0,0.0434782608695652,1
1380,Symond Templeton,0,1,0,0.0301003344481605,1
1381,Symond Frey,1,0,0,0.20066889632107002,0
1382,Tallad,0,1,0,0.0468227424749163,1
1383,Tanton Fossoway,0,1,0,0.0234113712374581,1
1384,Ternesio Terys,0,1,0,0.0234113712374581,1
1385,Terrence Kenning,0,1,0,0.0167224080267558,1
1386,Theodan Wells,0,1,0,0.0167224080267558,1
1387,Terrence Toyne,0,1,0,0.040133779264214,0
1388,Theodore Tyrell,1,1,0,0.13712374581939699,1
1389,Theomar Smallwood,1,1,0,0.0434782608695652,1
1390,Theomore Harlaw,0,1,0,0.0535117056856187,1
1391,Tim Tangletongue,0,0,0,0.0133779264214046,1
1392,Three-Tooth,0,1,0,0.0100334448160535,1
1393,Titus Peake,1,1,0,0.020066889632107,1
1394,Tion Frey,0,0,0,0.120401337792642,0
1395,Todder,0,0,0,0.0367892976588628,1
1396,Tomard,0,0,0,0.0635451505016722,0
1397,Tommen Costayne,0,1,0,0.00668896321070234,1
1398,Torbert,0,0,0,0.0167224080267558,1
1399,Torren Liddle,0,1,0,0.020066889632107,1
1400,Torwynd,0,0,0,0.0267558528428093,0
1401,Trebor Jordayne,0,1,0,0.0167224080267558,1
1402,Tremond Gargalen,0,1,0,0.0234113712374581,1
1403,Tristan Mudd,0,1,0,0.0535117056856187,1
1404,Triston of Tally Hill,0,1,0,0.0301003344481605,1
1405,Triston Farwynd,0,1,0,0.0133779264214046,1
1406,Triston Sunderland,0,1,0,0.0301003344481605,1
1407,Tybolt Hetherspoon,0,1,0,0.0100334448160535,1
1408,Tybolt Crakehall,0,1,0,0.0234113712374581,1
1409,Tybolt Lannister,1,1,0,0.0769230769230769,0
1410,Tyana Wylde,1,0,0,0.0501672240802675,1
1411,Tyta Frey,0,0,0,0.0869565217391304,1
1412,Tyrek Lannister,1,0,0,0.13377926421404598,0
1413,Tysane Frey,0,0,0,0.0836120401337792,1
1414,Tytos Brax,0,1,0,0.0434782608695652,1
1415,Tytos Frey,1,1,0,0.0635451505016722,0
1416,Tywin Frey,0,1,0,0.0802675585284281,1
1417,Ulrick Dayne,0,1,0,0.00668896321070234,1
1418,Ulwyck Uller,0,1,0,0.020066889632107,1
1419,Unella,0,0,0,0.020066889632107,1
1420,Utherydes Wayn,0,1,0,0.0334448160535117,1
1421,Uthor Tollett,0,1,0,0.0100334448160535,1
1422,Vaemond Velaryon,0,1,0,0.0301003344481605,0
1423,Valaena Velaryon,1,1,0,0.0802675585284281,1
1424,Vayon Poole,0,1,0,0.0535117056856187,0
1425,Vickon Greyjoy,0,1,0,0.0367892976588628,0
1426,Viserys Plumm,0,1,0,0.0936454849498327,0
1427,Vylarr,0,1,0,0.040133779264214,1
1428,Vortimer Crane,0,1,0,0.0267558528428093,1
1429,Walda Rivers,0,0,0,0.0334448160535117,1
1430,Walder Haigh,0,0,0,0.0769230769230769,1
1431,Walder Brax,0,0,0,0.11705685618728999,1
1432,Walder Goodbrook,0,0,0,0.0668896321070234,1
1433,Waldon Wynch,0,1,0,0.0234113712374581,1
1434,Wallace Waynwood,0,1,0,0.0267558528428093,1
1435,Walgrave,0,1,0,0.0434782608695652,1
1436,Walder Vance,0,0,0,0.11036789297658801,1
1437,Walton Stark,0,1,0,0.0100334448160535,1
1438,Walton Frey,1,0,0,0.107023411371237,1
1439,Warryn Beesbury,0,1,0,0.00668896321070234,1
1440,Waltyr Frey,0,0,0,0.0501672240802675,1
1441,Wendel Frey,0,0,0,0.0501672240802675,1
1442,Whalen Frey,1,1,0,0.10033444816053501,1
1443,Willamen Frey,0,1,0,0.0635451505016722,1
1444,Willam Wells,0,1,0,0.040133779264214,0
1445,Willem Darry,0,1,1,0.120401337792642,0
1446,Willam Wythers,0,1,0,0.0100334448160535,1
1447,Willem Lannister,0,0,4,0.167224080267558,0
1448,Willem Frey,0,0,0,0.0802675585284281,1
1449,Willam Stark,1,1,0,0.11705685618728999,0
1450,William Mooton,0,1,0,0.0434782608695652,1
1451,Wynton Stout,0,1,0,0.0334448160535117,1
1452,Wynafrei Whent,1,0,0,0.13377926421404598,1
1453,Ysilla Royce,1,0,0,0.0434782608695652,1
1454,Zachery Frey,0,0,0,0.0468227424749163,1
1455,Zhoe Blanetree,1,0,0,0.0501672240802675,1
1456,Zia Frey,0,0,0,0.0468227424749163,1
1457,Addam Marbrand,0,1,0,0.130434782608695,1
1458,Aegor Rivers,1,1,4,0.21070234113712302,0
1459,Aenys Frey,1,1,0,0.147157190635451,0
1460,Aerion Targaryen,1,1,4,0.207357859531772,0
1461,Aemond Targaryen,0,1,4,0.31103678929765805,0
1462,Amerei Frey,1,1,0,0.237458193979933,1
